record_id,backend,model,run_k,ttft_s,gen_s,parse_s,latency_s,prompt_bytes,input_tokens,output_tokens,tps,energy_j,energy_note,odes_bytes,c_energy,c_billed,c_total,macro_f1,pred_json,apt_tp,apt_fp,apt_fn,cves_tp,cves_fp,cves_fn,techniques_tp,techniques_fp,techniques_fn,goals_tp,goals_fp,goals_fn,country_tp,country_fp,country_fn
Symantec_Leafminer_New_Espionage_Campaigns_Targeting_Middle_,local,llama3.1:8b-instruct-q4_K_M,3,0.311288,16.699006,2.5e-05,16.699031,1318,295,79,4.7308,250.4851,tdp_fallback,0,8.35e-06,0.0,8.35e-06,0.333333,"{""apt"": [""Leafminer""], ""cves"": [""CVE-2014-0160"", ""CVE-2017-0144""], ""techniques"": [""Lateral Movement"", ""Exploitation of Vulnerability""], ""goals"": [""Ransomware"", ""Espionage""], ""country"": []}",1,0,0,1,1,0,0,2,0,0,2,0,0,0,0
TheNaikonAPT-MsnMM1,local,llama3.1:8b-instruct-q4_K_M,1,25.880576,47.165485,3.1e-05,47.165516,1320,297,102,2.1626,707.4823,tdp_fallback,0,2.358e-05,0.0,2.358e-05,0.0,{},0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TheNaikonAPT-MsnMM1,local,llama3.1:8b-instruct-q4_K_M,2,0.314489,21.515066,4e-05,21.515106,1320,297,102,4.7409,322.726,tdp_fallback,0,1.076e-05,0.0,1.076e-05,0.0,{},0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TheNaikonAPT-MsnMM1,local,llama3.1:8b-instruct-q4_K_M,3,0.338191,21.576715,3.5e-05,21.576751,1320,297,102,4.7273,323.6507,tdp_fallback,0,1.079e-05,0.0,1.079e-05,0.0,{},0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
adobe patches zero-day vulnerability used in cyberespionage ,local,llama3.1:8b-instruct-q4_K_M,1,32.885581,47.228868,2.6e-05,47.228894,1316,348,68,1.4398,708.433,tdp_fallback,0,2.361e-05,0.0,2.361e-05,0.4,"{""apt"": [""BlackOasis""], ""cves"": [""CVE-2017-11292"", ""CVE-2017-8759""], ""techniques"": [""Remote Code Execution (RCE)""], ""goals"": [""Cyberespionage""], ""country"": []}",1,0,0,2,0,0,0,1,0,0,1,1,0,0,0
adobe patches zero-day vulnerability used in cyberespionage ,local,llama3.1:8b-instruct-q4_K_M,2,0.321554,14.558738,2.6e-05,14.558764,1316,348,68,4.6708,218.3811,tdp_fallback,0,7.28e-06,0.0,7.28e-06,0.4,"{""apt"": [""BlackOasis""], ""cves"": [""CVE-2017-11292"", ""CVE-2017-8759""], ""techniques"": [""Remote Code Execution (RCE)""], ""goals"": [""Cyberespionage""], ""country"": []}",1,0,0,2,0,0,0,1,0,0,1,1,0,0,0
adobe patches zero-day vulnerability used in cyberespionage ,local,llama3.1:8b-instruct-q4_K_M,3,0.339391,14.678373,2.6e-05,14.678399,1316,348,68,4.6327,220.1756,tdp_fallback,0,7.34e-06,0.0,7.34e-06,0.4,"{""apt"": [""BlackOasis""], ""cves"": [""CVE-2017-11292"", ""CVE-2017-8759""], ""techniques"": [""Remote Code Execution (RCE)""], ""goals"": [""Cyberespionage""], ""country"": []}",1,0,0,2,0,0,0,1,0,0,1,1,0,0,0
apt targets financial analysts with cve-2017-0199 _ proofpoi,local,llama3.1:8b-instruct-q4_K_M,1,26.342799,36.594088,2.6e-05,36.594114,1318,301,50,1.3663,548.9113,tdp_fallback,0,1.83e-05,0.0,1.83e-05,0.6,"{""apt"": [""TA459""], ""cves"": [""CVE-2017-0199""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt targets financial analysts with cve-2017-0199 _ proofpoi,local,llama3.1:8b-instruct-q4_K_M,2,0.324357,10.582571,2.6e-05,10.582597,1318,301,50,4.7248,158.7386,tdp_fallback,0,5.29e-06,0.0,5.29e-06,0.6,"{""apt"": [""TA459""], ""cves"": [""CVE-2017-0199""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt targets financial analysts with cve-2017-0199 _ proofpoi,local,llama3.1:8b-instruct-q4_K_M,3,0.316575,10.541238,5.8e-05,10.541296,1318,301,50,4.7433,158.1186,tdp_fallback,0,5.27e-06,0.0,5.27e-06,0.6,"{""apt"": [""TA459""], ""cves"": [""CVE-2017-0199""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 group is rushing to exploit recent cve-2017-11292 flas,local,llama3.1:8b-instruct-q4_K_M,1,27.090568,37.497594,2.6e-05,37.49762,1314,307,50,1.3334,562.4639,tdp_fallback,0,1.875e-05,0.0,1.875e-05,0.6,"{""apt"": [""APT28""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 group is rushing to exploit recent cve-2017-11292 flas,local,llama3.1:8b-instruct-q4_K_M,2,0.350677,10.652932,2.6e-05,10.652958,1314,307,50,4.6936,159.794,tdp_fallback,0,5.33e-06,0.0,5.33e-06,0.6,"{""apt"": [""APT28""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 group is rushing to exploit recent cve-2017-11292 flas,local,llama3.1:8b-instruct-q4_K_M,3,0.338473,10.604587,2.4e-05,10.604611,1314,307,50,4.715,159.0688,tdp_fallback,0,5.3e-06,0.0,5.3e-06,0.6,"{""apt"": [""APT28""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 racing to exploit cve-2017-11292 flash vulnerability b,local,llama3.1:8b-instruct-q4_K_M,1,28.075808,39.290601,2.7e-05,39.290628,1324,313,54,1.3744,589.359,tdp_fallback,0,1.965e-05,0.0,1.965e-05,0.6,"{""apt"": [""APT28"", ""Sofacy""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 racing to exploit cve-2017-11292 flash vulnerability b,local,llama3.1:8b-instruct-q4_K_M,2,0.335786,11.453729,2.5e-05,11.453755,1324,313,54,4.7147,171.8059,tdp_fallback,0,5.73e-06,0.0,5.73e-06,0.6,"{""apt"": [""APT28"", ""Sofacy""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 racing to exploit cve-2017-11292 flash vulnerability b,local,llama3.1:8b-instruct-q4_K_M,3,0.349568,11.485055,2.6e-05,11.485081,1324,313,54,4.7018,172.2758,tdp_fallback,0,5.74e-06,0.0,5.74e-06,0.6,"{""apt"": [""APT28"", ""Sofacy""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 racing to exploit cve-2017-11292 flash vulnerability b_12,local,llama3.1:8b-instruct-q4_K_M,1,26.804125,37.966325,2.6e-05,37.966351,1317,303,54,1.4223,569.4949,tdp_fallback,0,1.898e-05,0.0,1.898e-05,0.6,"{""apt"": [""APT28"", ""Sofacy""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 racing to exploit cve-2017-11292 flash vulnerability b_12,local,llama3.1:8b-instruct-q4_K_M,2,0.346035,11.530789,2.6e-05,11.530816,1317,303,54,4.6831,172.9618,tdp_fallback,0,5.77e-06,0.0,5.77e-06,0.6,"{""apt"": [""APT28"", ""Sofacy""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28 racing to exploit cve-2017-11292 flash vulnerability b_12,local,llama3.1:8b-instruct-q4_K_M,3,0.3111,11.350684,2.6e-05,11.35071,1317,303,54,4.7575,170.2603,tdp_fallback,0,5.68e-06,0.0,5.68e-06,0.6,"{""apt"": [""APT28"", ""Sofacy""], ""cves"": [""CVE-2017-11292""], ""techniques"": [], ""goals"": [""espionage""], ""country"": [""Russia""]}",2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
apt28_ cybercrime or state-sponsored hacking_,local,llama3.1:8b-instruct-q4_K_M,1,28.350235,40.862651,2.5e-05,40.862676,1334,314,60,1.4683,612.9398,tdp_fallback,0,2.043e-05,0.0,2.043e-05,0.4,"{""apt"": [""APT28""], ""cves"": [""CVE-2015-3043"", ""CVE-2015-1701""], ""techniques"": [], ""goals"": [""cyber espionage""], ""country"": [""Russia""]}",1,0,0,2,0,0,0,0,0,0,1,1,0,1,0
apt28_ cybercrime or state-sponsored hacking_,local,llama3.1:8b-instruct-q4_K_M,2,0.323392,12.734687,2.7e-05,12.734715,1334,314,60,4.7116,191.0203,tdp_fallback,0,6.37e-06,0.0,6.37e-06,0.4,"{""apt"": [""APT28""], ""cves"": [""CVE-2015-3043"", ""CVE-2015-1701""], ""techniques"": [], ""goals"": [""cyber espionage""], ""country"": [""Russia""]}",1,0,0,2,0,0,0,0,0,0,1,1,0,1,0
apt28_ cybercrime or state-sponsored hacking_,local,llama3.1:8b-instruct-q4_K_M,3,0.341466,12.798645,2.6e-05,12.798671,1334,314,60,4.688,191.9797,tdp_fallback,0,6.4e-06,0.0,6.4e-06,0.4,"{""apt"": [""APT28""], ""cves"": [""CVE-2015-3043"", ""CVE-2015-1701""], ""techniques"": [], ""goals"": [""cyber espionage""], ""country"": [""Russia""]}",1,0,0,2,0,0,0,0,0,0,1,1,0,1,0
apt28_ turla nation-state groups deployed multiple,local,llama3.1:8b-instruct-q4_K_M,1,27.033521,39.753937,2.6e-05,39.753963,1316,305,61,1.5344,596.3091,tdp_fallback,0,1.988e-05,0.0,1.988e-05,0.533333,"{""apt"": [""APT28""], ""cves"": [""CVE-2017-0262"", ""CVE-2017-0263""], ""techniques"": [], ""goals"": [""steal confidential information""], ""country"": [""Russia""]}",1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
apt28_ turla nation-state groups deployed multiple,local,llama3.1:8b-instruct-q4_K_M,2,0.337382,12.968052,2.5e-05,12.968077,1316,305,61,4.7039,194.5208,tdp_fallback,0,6.48e-06,0.0,6.48e-06,0.533333,"{""apt"": [""APT28""], ""cves"": [""CVE-2017-0262"", ""CVE-2017-0263""], ""techniques"": [], ""goals"": [""steal confidential information""], ""country"": [""Russia""]}",1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
apt28_ turla nation-state groups deployed multiple,local,llama3.1:8b-instruct-q4_K_M,3,0.3518,12.949491,2.5e-05,12.949516,1316,305,61,4.7106,194.2424,tdp_fallback,0,6.47e-06,0.0,6.47e-06,0.533333,"{""apt"": [""APT28""], ""cves"": [""CVE-2017-0262"", ""CVE-2017-0263""], ""techniques"": [], ""goals"": [""steal confidential information""], ""country"": [""Russia""]}",1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
apt30 behind a long-running cyber espionage campaignsecurity,local,llama3.1:8b-instruct-q4_K_M,1,28.34284,38.861384,2.7e-05,38.86141,1330,315,51,1.3124,582.9208,tdp_fallback,0,1.943e-05,0.0,1.943e-05,0.6,"{""apt"": [""APT30""], ""cves"": [""CVE-2020-0688""], ""techniques"": [], ""goals"": [""cyber espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
apt30 behind a long-running cyber espionage campaignsecurity,local,llama3.1:8b-instruct-q4_K_M,2,0.319578,10.86826,2.6e-05,10.868287,1330,315,51,4.6926,163.0239,tdp_fallback,0,5.43e-06,0.0,5.43e-06,0.6,"{""apt"": [""APT30""], ""cves"": [""CVE-2020-0688""], ""techniques"": [], ""goals"": [""cyber espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
apt30 behind a long-running cyber espionage campaignsecurity,local,llama3.1:8b-instruct-q4_K_M,3,0.314333,10.786854,2.6e-05,10.78688,1330,315,51,4.728,161.8028,tdp_fallback,0,5.39e-06,0.0,5.39e-06,0.6,"{""apt"": [""APT30""], ""cves"": [""CVE-2020-0688""], ""techniques"": [], ""goals"": [""cyber espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
briefing2,local,llama3.1:8b-instruct-q4_K_M,1,27.516782,37.164065,2.6e-05,37.164091,1343,309,47,1.2647,557.461,tdp_fallback,0,1.858e-05,0.0,1.858e-05,0.6,"{""apt"": [""Sandworm Team""], ""cves"": [""CVE-2014-4114""], ""techniques"": [], ""goals"": [], ""country"": [""Russia""]}",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
briefing2,local,llama3.1:8b-instruct-q4_K_M,2,0.337826,10.120443,2.8e-05,10.120471,1343,309,47,4.6441,151.8066,tdp_fallback,0,5.06e-06,0.0,5.06e-06,0.6,"{""apt"": [""Sandworm Team""], ""cves"": [""CVE-2014-4114""], ""techniques"": [], ""goals"": [], ""country"": [""Russia""]}",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
briefing2,local,llama3.1:8b-instruct-q4_K_M,3,0.332839,10.002886,2.5e-05,10.002912,1343,309,47,4.6987,150.0433,tdp_fallback,0,5e-06,0.0,5e-06,0.6,"{""apt"": [""Sandworm Team""], ""cves"": [""CVE-2014-4114""], ""techniques"": [], ""goals"": [], ""country"": [""Russia""]}",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
bronze butler_ redbaldknight_ tick_ group g0060 _ mitre att_,local,llama3.1:8b-instruct-q4_K_M,1,27.322133,46.504512,2.7e-05,46.504538,1314,307,92,1.9783,697.5677,tdp_fallback,0,2.325e-05,0.0,2.325e-05,0.4,"{""apt"": [""BRONZE BUTLER""], ""cves"": [""CVE-2014-4114""], ""techniques"": [""T1189"", ""T1203"", ""T1083"", ""T1107"", ""T1036""], ""goals"": [""exfiltration"", ""stealing specific files""], ""country"": [""Japan""]}",1,0,0,1,0,0,0,5,5,0,2,0,0,1,0
bronze butler_ redbaldknight_ tick_ group g0060 _ mitre att_,local,llama3.1:8b-instruct-q4_K_M,2,0.341054,19.532784,2.8e-05,19.532812,1314,307,92,4.71,292.9918,tdp_fallback,0,9.77e-06,0.0,9.77e-06,0.4,"{""apt"": [""BRONZE BUTLER""], ""cves"": [""CVE-2014-4114""], ""techniques"": [""T1189"", ""T1203"", ""T1083"", ""T1107"", ""T1036""], ""goals"": [""exfiltration"", ""stealing specific files""], ""country"": [""Japan""]}",1,0,0,1,0,0,0,5,5,0,2,0,0,1,0
bronze butler_ redbaldknight_ tick_ group g0060 _ mitre att_,local,llama3.1:8b-instruct-q4_K_M,3,0.330016,19.553135,2.7e-05,19.553162,1314,307,92,4.7051,293.297,tdp_fallback,0,9.78e-06,0.0,9.78e-06,0.4,"{""apt"": [""BRONZE BUTLER""], ""cves"": [""CVE-2014-4114""], ""techniques"": [""T1189"", ""T1203"", ""T1083"", ""T1107"", ""T1036""], ""goals"": [""exfiltration"", ""stealing specific files""], ""country"": [""Japan""]}",1,0,0,1,0,0,0,5,5,0,2,0,0,1,0
chinese ta459 apt exploits cve-2017-0199 flaw to target fina,local,llama3.1:8b-instruct-q4_K_M,1,30.205332,41.462706,2.7e-05,41.462732,1328,328,54,1.3024,621.9406,tdp_fallback,0,2.073e-05,0.0,2.073e-05,0.6,"{""apt"": [""TA459""], ""cves"": [""CVE-2017-0199""], ""techniques"": [], ""goals"": [""exploitation"", ""espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,2,0,1,0,0
chinese ta459 apt exploits cve-2017-0199 flaw to target fina,local,llama3.1:8b-instruct-q4_K_M,2,0.327236,11.49947,2.6e-05,11.499495,1328,328,54,4.6959,172.492,tdp_fallback,0,5.75e-06,0.0,5.75e-06,0.6,"{""apt"": [""TA459""], ""cves"": [""CVE-2017-0199""], ""techniques"": [], ""goals"": [""exploitation"", ""espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,2,0,1,0,0
chinese ta459 apt exploits cve-2017-0199 flaw to target fina,local,llama3.1:8b-instruct-q4_K_M,3,0.325728,11.554166,2.6e-05,11.554192,1328,328,54,4.6737,173.3125,tdp_fallback,0,5.78e-06,0.0,5.78e-06,0.6,"{""apt"": [""TA459""], ""cves"": [""CVE-2017-0199""], ""techniques"": [], ""goals"": [""exploitation"", ""espionage""], ""country"": [""China""]}",1,0,0,1,0,0,0,0,0,0,2,0,1,0,0
chinese threat groups bank on improved rtf weaponizer to exp,local,llama3.1:8b-instruct-q4_K_M,1,29.161511,45.838665,2.7e-05,45.838692,1324,321,80,1.7453,687.58,tdp_fallback,0,2.292e-05,0.0,2.292e-05,0.51,"{""apt"": [""Conimes"", ""KeyBoy"", ""Emissary Panda"", ""Rancor""], ""cves"": [""CVE-2018-0798"", ""CVE-2017-11882"", ""CVE-2018-0802""], ""techniques"": [], ""goals"": [], ""country"": [""China""]}",3,1,1,2,1,0,0,0,0,0,0,0,1,0,0
chinese threat groups bank on improved rtf weaponizer to exp,local,llama3.1:8b-instruct-q4_K_M,2,0.336624,16.976301,2.7e-05,16.976328,1324,321,80,4.7125,254.6445,tdp_fallback,0,8.49e-06,0.0,8.49e-06,0.51,"{""apt"": [""Conimes"", ""KeyBoy"", ""Emissary Panda"", ""Rancor""], ""cves"": [""CVE-2018-0798"", ""CVE-2017-11882"", ""CVE-2018-0802""], ""techniques"": [], ""goals"": [], ""country"": [""China""]}",3,1,1,2,1,0,0,0,0,0,0,0,1,0,0
chinese threat groups bank on improved rtf weaponizer to exp,local,llama3.1:8b-instruct-q4_K_M,3,0.317337,16.92644,2.7e-05,16.926467,1324,321,80,4.7264,253.8966,tdp_fallback,0,8.46e-06,0.0,8.46e-06,0.51,"{""apt"": [""Conimes"", ""KeyBoy"", ""Emissary Panda"", ""Rancor""], ""cves"": [""CVE-2018-0798"", ""CVE-2017-11882"", ""CVE-2018-0802""], ""techniques"": [], ""goals"": [], ""country"": [""China""]}",3,1,1,2,1,0,0,0,0,0,0,0,1,0,0
cobalt group_ cobalt gang_ cobalt spider_ group g0080 _ mitr,local,llama3.1:8b-instruct-q4_K_M,1,28.624469,66.731112,3e-05,66.731142,1318,317,180,2.6974,1000.9667,tdp_fallback,0,3.337e-05,0.0,3.337e-05,0.428758,"{""apt"": [""Cobalt Group""], ""cves"": [""CVE-2017-11882"", ""CVE-2018-8174"", ""CVE-2017-8570"", ""CVE-2017-0199"", ""CVE-2017-8759""], ""techniques"": [""T1173"", ""Dynamic Data Exchange"", ""T1203"", ""Exploitation for Client Execution"", ""T1068"", ""Exploitation for Privilege Escalation"", ""T1107"", ""File Deletion"", ""T1037"", ""Logon Scripts"", ""T1046"", ""Network""], ""goals"": [""persistence"", ""privilege escalation""], ""country"": []}",1,0,1,4,1,0,5,7,0,0,2,0,0,0,0
cobalt group_ cobalt gang_ cobalt spider_ group g0080 _ mitr,local,llama3.1:8b-instruct-q4_K_M,2,0.325282,38.283444,3e-05,38.283474,1318,317,180,4.7018,574.2517,tdp_fallback,0,1.914e-05,0.0,1.914e-05,0.428758,"{""apt"": [""Cobalt Group""], ""cves"": [""CVE-2017-11882"", ""CVE-2018-8174"", ""CVE-2017-8570"", ""CVE-2017-0199"", ""CVE-2017-8759""], ""techniques"": [""T1173"", ""Dynamic Data Exchange"", ""T1203"", ""Exploitation for Client Execution"", ""T1068"", ""Exploitation for Privilege Escalation"", ""T1107"", ""File Deletion"", ""T1037"", ""Logon Scripts"", ""T1046"", ""Network""], ""goals"": [""persistence"", ""privilege escalation""], ""country"": []}",1,0,1,4,1,0,5,7,0,0,2,0,0,0,0
cobalt group_ cobalt gang_ cobalt spider_ group g0080 _ mitr,local,llama3.1:8b-instruct-q4_K_M,3,0.347217,38.888326,2.9e-05,38.888355,1318,317,180,4.6286,583.3249,tdp_fallback,0,1.944e-05,0.0,1.944e-05,0.428758,"{""apt"": [""Cobalt Group""], ""cves"": [""CVE-2017-11882"", ""CVE-2018-8174"", ""CVE-2017-8570"", ""CVE-2017-0199"", ""CVE-2017-8759""], ""techniques"": [""T1173"", ""Dynamic Data Exchange"", ""T1203"", ""Exploitation for Client Execution"", ""T1068"", ""Exploitation for Privilege Escalation"", ""T1107"", ""File Deletion"", ""T1037"", ""Logon Scripts"", ""T1046"", ""Network""], ""goals"": [""persistence"", ""privilege escalation""], ""country"": []}",1,0,1,4,1,0,5,7,0,0,2,0,0,0,0
darkhotel apt gang taps flash flaw - bankinfosecurity,local,llama3.1:8b-instruct-q4_K_M,1,27.81764,45.040959,2.8e-05,45.040987,1314,311,81,1.7984,675.6144,tdp_fallback,0,2.252e-05,0.0,2.252e-05,0.466667,"{""apt"": [""Darkhotel"", ""Fallout Team""], ""cves"": [""CVE-2015-5119""], ""techniques"": [""Drive-by download"", ""Exploit public-facing application""], ""goals"": [""Exfiltrate data from targets of interest""], ""country"": [""South Korea"", ""Japan""]}",1,1,0,1,0,0,0,2,0,0,1,0,1,1,0
darkhotel apt gang taps flash flaw - bankinfosecurity,local,llama3.1:8b-instruct-q4_K_M,2,0.335716,17.219497,2.7e-05,17.219523,1314,311,81,4.704,258.2924,tdp_fallback,0,8.61e-06,0.0,8.61e-06,0.466667,"{""apt"": [""Darkhotel"", ""Fallout Team""], ""cves"": [""CVE-2015-5119""], ""techniques"": [""Drive-by download"", ""Exploit public-facing application""], ""goals"": [""Exfiltrate data from targets of interest""], ""country"": [""South Korea"", ""Japan""]}",1,1,0,1,0,0,0,2,0,0,1,0,1,1,0
